,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
30,2557,2020-06-01 06:40:29.7630,2020-06-01 07:23:07.5590,3203,Hamilton Park,40.727595965999996,-74.044247311,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42358,Subscriber,1986,1
31,304,2020-06-01 06:42:50.1180,2020-06-01 06:47:55.0510,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,40517,Subscriber,1991,2
32,458,2020-06-01 06:43:34.7760,2020-06-01 06:51:13.4310,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42353,Subscriber,1970,1
33,481,2020-06-01 06:46:44.7100,2020-06-01 06:54:45.8540,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.73089709786179,-74.06391263008119,42119,Subscriber,1985,1
34,574,2020-06-01 06:47:13.8480,2020-06-01 06:56:48.1370,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3202,Newport PATH,40.7272235,-74.03375890000001,42434,Subscriber,1980,1
35,233,2020-06-01 06:56:36.7110,2020-06-01 07:00:29.7640,3212,Christ Hospital,40.734785818,-74.050443636,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42600,Subscriber,1982,1
36,373,2020-06-01 06:59:15.9090,2020-06-01 07:05:29.1390,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42384,Subscriber,1993,1
37,133,2020-06-01 06:59:55.8970,2020-06-01 07:02:09.7460,3209,Brunswick St,40.7241765,-74.05065640000001,3211,Newark Ave,40.72152515,-74.046304543,42433,Subscriber,1988,1
38,3166,2020-06-01 07:00:05.4460,2020-06-01 07:52:52.4110,3267,Morris Canal,40.7124188237569,-74.03852552175522,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42231,Customer,1990,1
39,271,2020-06-01 07:00:42.6740,2020-06-01 07:05:14.1150,3203,Hamilton Park,40.727595965999996,-74.044247311,3202,Newport PATH,40.7272235,-74.03375890000001,42346,Subscriber,1988,2
40,288,2020-06-01 07:12:06.9830,2020-06-01 07:16:55.9660,3203,Hamilton Park,40.727595965999996,-74.044247311,3638,Washington St,40.7242941,-74.0354826,42288,Subscriber,1970,2
41,2744,2020-06-01 07:13:34.9240,2020-06-01 07:59:18.9890,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42341,Subscriber,1976,1
42,2390,2020-06-01 07:14:06.7310,2020-06-01 07:53:57.1890,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42466,Subscriber,1959,1
43,1773,2020-06-01 07:14:10.5940,2020-06-01 07:43:43.8650,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,14785,Subscriber,1980,1
44,363,2020-06-01 07:17:10.3160,2020-06-01 07:23:14.0050,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42470,Subscriber,1979,1
45,477,2020-06-01 07:20:49.0740,2020-06-01 07:28:46.7460,3212,Christ Hospital,40.734785818,-74.050443636,3211,Newark Ave,40.72152515,-74.046304543,42463,Subscriber,1984,1
46,2291,2020-06-01 07:30:42.4840,2020-06-01 08:08:53.4900,3209,Brunswick St,40.7241765,-74.05065640000001,3209,Brunswick St,40.7241765,-74.05065640000001,42148,Subscriber,1986,2
47,961,2020-06-01 07:30:45.1870,2020-06-01 07:46:46.6200,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3194,McGinley Square,40.7253399253558,-74.06762212514876,42591,Subscriber,1984,1
48,287,2020-06-01 07:31:52.0110,2020-06-01 07:36:39.9340,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42249,Subscriber,1989,2
49,569,2020-06-01 07:33:13.4260,2020-06-01 07:42:42.9320,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3202,Newport PATH,40.7272235,-74.03375890000001,42302,Subscriber,1975,1
50,630,2020-06-01 07:33:28.3330,2020-06-01 07:43:58.9270,3209,Brunswick St,40.7241765,-74.05065640000001,3481,York St,40.71649,-74.04105,42216,Subscriber,1974,1
51,130,2020-06-01 07:36:00.8920,2020-06-01 07:38:11.1150,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.71925170000001,-74.034234,42470,Subscriber,1984,1
52,679,2020-06-01 07:41:11.9580,2020-06-01 07:52:31.6620,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3211,Newark Ave,40.72152515,-74.046304543,42444,Customer,2002,1
53,837,2020-06-01 07:48:23.8510,2020-06-01 08:02:21.7300,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,20909,Subscriber,1980,1
54,183,2020-06-01 07:48:49.9400,2020-06-01 07:51:53.8680,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.717732500000004,-74.04384499999999,42274,Subscriber,1985,1
55,1159,2020-06-01 07:51:44.4660,2020-06-01 08:11:04.0810,3213,Van Vorst Park,40.71848892,-74.047726625,3198,Heights Elevator,40.748715945380226,-74.04044330120088,42295,Subscriber,1964,2
56,3099,2020-06-01 07:52:15.4460,2020-06-01 08:43:54.6390,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42602,Subscriber,1977,2
57,619,2020-06-01 07:54:17.0910,2020-06-01 08:04:36.3160,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.73089709786179,-74.06391263008119,42347,Subscriber,1963,1
58,1036,2020-06-01 07:57:39.4740,2020-06-01 08:14:55.8150,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42195,Subscriber,1966,1
59,181,2020-06-01 08:01:20.3010,2020-06-01 08:04:21.9540,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42391,Subscriber,1960,1
60,214,2020-06-01 08:02:30.2140,2020-06-01 08:06:04.3080,3195,Sip Ave,40.73089709786179,-74.06391263008119,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,40517,Subscriber,1994,2
61,1824,2020-06-01 08:03:26.4800,2020-06-01 08:33:50.8930,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42143,Subscriber,1983,1
62,314,2020-06-01 08:07:46.2340,2020-06-01 08:13:00.3630,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,42591,Subscriber,1989,2
63,745,2020-06-01 08:08:43.7950,2020-06-01 08:21:09.1710,3209,Brunswick St,40.7241765,-74.05065640000001,3639,Harborside,40.71925170000001,-74.034234,42611,Subscriber,1963,1
64,742,2020-06-01 08:10:56.9440,2020-06-01 08:23:18.9970,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.03375890000001,42108,Subscriber,1992,1
65,737,2020-06-01 08:11:00.1310,2020-06-01 08:23:17.9380,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.03375890000001,42203,Customer,1969,0
66,329,2020-06-01 08:12:01.5360,2020-06-01 08:17:31.5230,3206,Hilltop,40.7311689,-74.0575736,3225,Baldwin at Montgomery,40.7236589,-74.0641943,27576,Subscriber,1976,2
67,812,2020-06-01 08:18:30.8830,2020-06-01 08:32:03.2250,3206,Hilltop,40.7311689,-74.0575736,3481,York St,40.71649,-74.04105,42330,Subscriber,1997,1
68,585,2020-06-01 08:19:15.7920,2020-06-01 08:29:01.3320,3213,Van Vorst Park,40.71848892,-74.047726625,3203,Hamilton Park,40.727595965999996,-74.044247311,17123,Subscriber,1988,2
69,446,2020-06-01 08:22:56.2550,2020-06-01 08:30:23.2390,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73089709786179,-74.06391263008119,27576,Subscriber,1983,2
70,615,2020-06-01 08:26:16.1960,2020-06-01 08:36:31.2600,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008119,42210,Customer,1969,0
71,1165,2020-06-01 08:26:25.9170,2020-06-01 08:45:51.8710,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3267,Morris Canal,40.7124188237569,-74.03852552175522,42544,Customer,1991,2
72,586,2020-06-01 08:27:27.3320,2020-06-01 08:37:14.2670,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,41696,Subscriber,1958,1
73,1494,2020-06-01 08:30:14.3400,2020-06-01 08:55:08.6370,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42500,Customer,1997,1
74,1432,2020-06-01 08:31:33.4140,2020-06-01 08:55:26.2210,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42224,Customer,2000,2
75,1455,2020-06-01 08:31:33.6480,2020-06-01 08:55:48.8920,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42547,Customer,1999,2
76,1556,2020-06-01 08:31:41.0460,2020-06-01 08:57:37.5680,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42526,Customer,1997,2
77,1408,2020-06-01 08:32:04.4200,2020-06-01 08:55:32.6420,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42451,Customer,2000,2
78,590,2020-06-01 08:32:04.7170,2020-06-01 08:41:54.9530,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42446,Subscriber,1987,1
79,1530,2020-06-01 08:32:42.7580,2020-06-01 08:58:13.1230,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42480,Customer,1990,1
80,1348,2020-06-01 08:33:28.6170,2020-06-01 08:55:56.9810,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42368,Customer,1997,1
81,2391,2020-06-01 08:33:39.2950,2020-06-01 09:13:30.5040,3185,City Hall,40.717732500000004,-74.04384499999999,3185,City Hall,40.717732500000004,-74.04384499999999,42274,Subscriber,1988,2
82,615,2020-06-01 08:37:32.2690,2020-06-01 08:47:47.5350,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3211,Newark Ave,40.72152515,-74.046304543,42574,Subscriber,1968,1
83,194,2020-06-01 08:42:11.0620,2020-06-01 08:45:25.1480,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.733670000000004,-74.0625,42419,Subscriber,1962,1
84,533,2020-06-01 08:44:33.2220,2020-06-01 08:53:26.5140,3196,Riverview Park,40.7443187,-74.04399090000001,3211,Newark Ave,40.72152515,-74.046304543,42147,Subscriber,1991,1
85,963,2020-06-01 08:45:32.9030,2020-06-01 09:01:36.3130,3280,Astor Place,40.71928220070703,-74.07126188278198,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42421,Customer,1969,0
86,409,2020-06-01 08:49:27.8230,2020-06-01 08:56:16.9270,3639,Harborside,40.71925170000001,-74.034234,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42168,Subscriber,1969,1
87,316,2020-06-01 08:54:31.5130,2020-06-01 08:59:48.5110,3195,Sip Ave,40.73089709786179,-74.06391263008119,3640,Journal Square,40.733670000000004,-74.0625,31242,Customer,1969,0
88,911,2020-06-01 08:54:35.9150,2020-06-01 09:09:46.9410,3195,Sip Ave,40.73089709786179,-74.06391263008119,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,32430,Customer,1969,0
89,306,2020-06-01 08:56:14.8030,2020-06-01 09:01:21.3420,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42300,Subscriber,1987,1
90,737,2020-06-01 09:06:41.1820,2020-06-01 09:18:58.9370,3206,Hilltop,40.7311689,-74.0575736,3205,JC Medical Center,40.71653978099194,-74.0496379137039,40507,Customer,1969,0
91,633,2020-06-01 09:07:40.8110,2020-06-01 09:18:14.2230,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,42261,Subscriber,1977,1
92,1932,2020-06-01 09:08:05.7620,2020-06-01 09:40:18.1960,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,42602,Subscriber,1977,2
93,227,2020-06-01 09:08:13.8740,2020-06-01 09:12:01.7790,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.733670000000004,-74.0625,32198,Subscriber,1966,1
94,251,2020-06-01 09:08:17.0220,2020-06-01 09:12:28.3320,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33392,Subscriber,1963,1
95,1317,2020-06-01 09:09:18.6430,2020-06-01 09:31:15.8840,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,40517,Subscriber,1959,1
96,714,2020-06-01 09:15:13.8950,2020-06-01 09:27:08.7250,3185,City Hall,40.717732500000004,-74.04384499999999,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42274,Subscriber,1988,2
97,539,2020-06-01 09:15:32.9990,2020-06-01 09:24:32.1450,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,42571,Subscriber,1962,2
98,154,2020-06-01 09:23:20.4520,2020-06-01 09:25:55.0810,3267,Morris Canal,40.7124188237569,-74.03852552175522,3184,Paulus Hook,40.7141454,-74.0335519,42320,Subscriber,1963,1
99,91,2020-06-01 09:24:13.9860,2020-06-01 09:25:45.1580,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42410,Customer,1969,0
100,341,2020-06-01 09:25:22.1880,2020-06-01 09:31:03.5970,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42502,Subscriber,1986,1
101,513,2020-06-01 09:26:24.6860,2020-06-01 09:34:58.4160,3203,Hamilton Park,40.727595965999996,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,17123,Subscriber,1988,2
102,3586,2020-06-01 09:27:49.6730,2020-06-01 10:27:35.9750,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42165,Customer,1990,2
103,2090,2020-06-01 09:31:52.4190,2020-06-01 10:06:42.9300,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,40517,Subscriber,1959,1
104,916,2020-06-01 09:40:54.7830,2020-06-01 09:56:11.5610,3267,Morris Canal,40.7124188237569,-74.03852552175522,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42602,Subscriber,1977,2
105,3889,2020-06-01 09:44:09.5110,2020-06-01 10:48:59.3110,3210,Pershing Field,40.742677141,-74.051788633,3212,Christ Hospital,40.734785818,-74.050443636,42176,Customer,1997,1
106,186,2020-06-01 09:44:23.8760,2020-06-01 09:47:30.6530,3640,Journal Square,40.733670000000004,-74.0625,3206,Hilltop,40.7311689,-74.0575736,32198,Subscriber,1981,1
107,183,2020-06-01 09:47:00.3780,2020-06-01 09:50:04.0220,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,42320,Subscriber,1963,1
108,567,2020-06-01 09:48:02.5000,2020-06-01 09:57:29.9860,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42274,Subscriber,1988,2
109,3124,2020-06-01 09:54:04.6130,2020-06-01 10:46:09.0680,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42188,Customer,1993,2
110,3026,2020-06-01 09:55:46.1830,2020-06-01 10:46:12.9710,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42542,Customer,1993,2
111,361,2020-06-01 10:00:12.1410,2020-06-01 10:06:13.7100,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3184,Paulus Hook,40.7141454,-74.0335519,39372,Subscriber,1990,1
112,943,2020-06-01 10:08:15.6410,2020-06-01 10:23:59.3390,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3267,Morris Canal,40.7124188237569,-74.03852552175522,42607,Subscriber,1977,1
113,2159,2020-06-01 10:08:20.4360,2020-06-01 10:44:20.0830,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,40517,Subscriber,1959,1
114,1817,2020-06-01 10:09:33.6220,2020-06-01 10:39:51.4760,3191,Union St,40.71821129999999,-74.08363940000001,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42292,Subscriber,1991,1
115,166,2020-06-01 10:16:49.5300,2020-06-01 10:19:35.8110,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3187,Warren St,40.721123600000006,-74.03805095,42291,Subscriber,1986,2
116,1960,2020-06-01 10:20:00.0970,2020-06-01 10:52:40.2240,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42304,Customer,1993,1
117,1958,2020-06-01 10:20:00.2410,2020-06-01 10:52:38.5980,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,38937,Customer,1993,2
118,276,2020-06-01 10:25:07.9780,2020-06-01 10:29:44.6790,3203,Hamilton Park,40.727595965999996,-74.044247311,3638,Washington St,40.7242941,-74.0354826,42500,Subscriber,1982,1
119,294,2020-06-01 10:30:32.8980,2020-06-01 10:35:27.0120,3203,Hamilton Park,40.727595965999996,-74.044247311,3202,Newport PATH,40.7272235,-74.03375890000001,42123,Subscriber,1964,1
120,1319,2020-06-01 10:44:45.9220,2020-06-01 11:06:45.7670,3267,Morris Canal,40.7124188237569,-74.03852552175522,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,40517,Subscriber,1959,1
121,380,2020-06-01 10:48:52.3190,2020-06-01 10:55:12.8700,3211,Newark Ave,40.72152515,-74.046304543,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42133,Subscriber,1968,2
122,103,2020-06-01 10:56:03.8080,2020-06-01 10:57:47.1130,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,38937,Customer,1993,2
123,1409,2020-06-01 10:56:09.8460,2020-06-01 11:19:39.2830,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42304,Customer,1993,1
124,420,2020-06-01 11:00:27.4940,2020-06-01 11:07:27.9690,3210,Pershing Field,40.742677141,-74.051788633,3195,Sip Ave,40.73089709786179,-74.06391263008119,38575,Subscriber,1989,1
125,1346,2020-06-01 11:07:53.6440,2020-06-01 11:30:19.8170,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3280,Astor Place,40.71928220070703,-74.07126188278198,42488,Customer,1969,0
126,490,2020-06-01 11:12:18.3970,2020-06-01 11:20:29.3290,3213,Van Vorst Park,40.71848892,-74.047726625,3187,Warren St,40.721123600000006,-74.03805095,42545,Subscriber,1968,1
127,385,2020-06-01 11:13:01.8310,2020-06-01 11:19:26.9200,3638,Washington St,40.7242941,-74.0354826,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42500,Subscriber,1982,1
128,275,2020-06-01 11:20:16.0620,2020-06-01 11:24:51.6060,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42293,Subscriber,1965,1
129,1851,2020-06-01 11:22:08.7170,2020-06-01 11:53:00.1150,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,38937,Customer,1993,1
130,1886,2020-06-01 11:24:07.1700,2020-06-01 11:55:33.4070,3209,Brunswick St,40.7241765,-74.05065640000001,3209,Brunswick St,40.7241765,-74.05065640000001,42151,Subscriber,1975,1
131,1685,2020-06-01 11:24:07.4390,2020-06-01 11:52:12.6940,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.717732500000004,-74.04384499999999,42234,Subscriber,1993,1
132,1416,2020-06-01 11:24:57.7710,2020-06-01 11:48:33.9680,3184,Paulus Hook,40.7141454,-74.0335519,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42333,Subscriber,1993,1
133,402,2020-06-01 11:27:06.2690,2020-06-01 11:33:48.9280,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.727595965999996,-74.044247311,42339,Subscriber,1953,2
