,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
70,257,2020-07-01 07:12:04.7650,2020-07-01 07:16:22.4520,3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442,38937,Subscriber,1970,2
71,162,2020-07-01 07:15:57.0370,2020-07-01 07:18:39.7920,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42141,Subscriber,1970,1
72,281,2020-07-01 07:17:22.0400,2020-07-01 07:22:03.7470,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42219,Subscriber,1989,2
73,2732,2020-07-01 07:18:54.8090,2020-07-01 08:04:26.8400,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42212,Subscriber,1976,1
74,1465,2020-07-01 07:24:36.6350,2020-07-01 07:49:01.9730,3211,Newark Ave,40.72152515,-74.046304543,3211,Newark Ave,40.72152515,-74.046304543,44254,Subscriber,1976,1
75,2136,2020-07-01 07:29:33.3350,2020-07-01 08:05:09.4980,3481,York St,40.71649,-74.04105,3681,Grand St,40.71517767732029,-74.03768330812454,42609,Subscriber,1993,1
76,2360,2020-07-01 07:30:18.0140,2020-07-01 08:09:38.8780,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3638,Washington St,40.7242941,-74.0354826,42542,Customer,1969,0
77,874,2020-07-01 07:30:54.7500,2020-07-01 07:45:29.2610,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42438,Subscriber,1980,1
78,882,2020-07-01 07:31:37.0820,2020-07-01 07:46:19.9730,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42334,Subscriber,1974,2
79,514,2020-07-01 07:36:34.9180,2020-07-01 07:45:09.2690,3195,Sip Ave,40.73089709786179,-74.06391263008119,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42244,Subscriber,1988,1
80,932,2020-07-01 07:38:48.5240,2020-07-01 07:54:21.1220,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,28205,Subscriber,1972,1
81,371,2020-07-01 07:39:07.7660,2020-07-01 07:45:18.7930,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42162,Subscriber,1989,2
82,933,2020-07-01 07:40:04.8240,2020-07-01 07:55:37.9340,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3194,McGinley Square,40.7253399253558,-74.06762212514876,42463,Subscriber,1984,1
83,182,2020-07-01 07:42:47.6610,2020-07-01 07:45:49.8580,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.717732500000004,-74.04384499999999,42420,Subscriber,1985,1
84,630,2020-07-01 07:44:28.6110,2020-07-01 07:54:58.9110,3206,Hilltop,40.7311689,-74.0575736,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42270,Subscriber,1983,2
85,824,2020-07-01 07:44:54.1810,2020-07-01 07:58:38.3430,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44280,Customer,1974,1
86,164,2020-07-01 07:47:25.3780,2020-07-01 07:50:10.1190,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.717732500000004,-74.04384499999999,42494,Subscriber,1983,1
87,644,2020-07-01 07:48:53.8690,2020-07-01 07:59:38.7720,3196,Riverview Park,40.7443187,-74.04399090000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42298,Subscriber,1991,1
88,307,2020-07-01 07:48:54.2480,2020-07-01 07:54:01.6810,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3640,Journal Square,40.733670000000004,-74.0625,42142,Subscriber,1989,1
89,951,2020-07-01 07:49:02.1080,2020-07-01 08:04:53.9650,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42280,Customer,1991,1
90,972,2020-07-01 07:49:18.1670,2020-07-01 08:05:30.4820,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42164,Customer,1991,2
91,1108,2020-07-01 07:50:32.0600,2020-07-01 08:09:00.2520,3213,Van Vorst Park,40.71848892,-74.047726625,3198,Heights Elevator,40.748715945380226,-74.04044330120088,42310,Subscriber,1964,2
92,1912,2020-07-01 07:50:55.3330,2020-07-01 08:22:47.8920,3195,Sip Ave,40.73089709786179,-74.06391263008119,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42162,Subscriber,1993,1
93,464,2020-07-01 07:51:10.3770,2020-07-01 07:58:54.5870,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42376,Subscriber,1969,1
94,849,2020-07-01 07:51:24.9330,2020-07-01 08:05:34.2830,3201,Dey St,40.737711,-74.066921,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42346,Subscriber,1988,1
95,520,2020-07-01 07:51:40.2550,2020-07-01 08:00:20.3680,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42438,Subscriber,1980,1
96,281,2020-07-01 07:52:17.4310,2020-07-01 07:56:59.4150,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42629,Subscriber,1963,1
97,234,2020-07-01 07:53:10.5680,2020-07-01 07:57:05.4290,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42420,Subscriber,1985,1
98,459,2020-07-01 07:56:49.6010,2020-07-01 08:04:29.3610,3639,Harborside,40.71925170000001,-74.034234,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,44343,Subscriber,1991,1
99,1281,2020-07-01 07:57:49.8170,2020-07-01 08:19:11.1040,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,42468,Subscriber,1973,1
100,199,2020-07-01 08:01:01.0730,2020-07-01 08:04:20.6150,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3187,Warren St,40.721123600000006,-74.03805095,42444,Subscriber,1986,1
101,165,2020-07-01 08:01:01.6590,2020-07-01 08:03:47.2210,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,44424,Subscriber,1981,1
102,270,2020-07-01 08:01:07.1260,2020-07-01 08:05:37.7820,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,42463,Subscriber,1989,2
103,2554,2020-07-01 08:04:46.7660,2020-07-01 08:47:21.0990,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44223,Subscriber,1976,1
104,91,2020-07-01 08:06:22.6090,2020-07-01 08:07:54.0230,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,44380,Subscriber,1989,1
105,355,2020-07-01 08:08:59.5090,2020-07-01 08:14:54.6250,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.03375890000001,42489,Subscriber,1986,1
106,887,2020-07-01 08:09:04.2420,2020-07-01 08:23:51.5260,3206,Hilltop,40.7311689,-74.0575736,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44339,Subscriber,1977,2
107,1116,2020-07-01 08:10:10.7660,2020-07-01 08:28:46.8130,3213,Van Vorst Park,40.71848892,-74.047726625,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44492,Subscriber,1986,1
108,425,2020-07-01 08:10:12.6480,2020-07-01 08:17:18.5460,3206,Hilltop,40.7311689,-74.0575736,3225,Baldwin at Montgomery,40.7236589,-74.0641943,17123,Subscriber,1976,2
109,622,2020-07-01 08:10:22.8930,2020-07-01 08:20:45.0600,3209,Brunswick St,40.7241765,-74.05065640000001,3639,Harborside,40.71925170000001,-74.034234,40436,Subscriber,1963,1
110,2682,2020-07-01 08:11:25.9910,2020-07-01 08:56:08.9890,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42446,Subscriber,1984,1
111,640,2020-07-01 08:13:40.7790,2020-07-01 08:24:20.9670,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42376,Customer,1969,0
112,1756,2020-07-01 08:15:34.4150,2020-07-01 08:44:50.4630,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,44401,Subscriber,1991,2
113,1857,2020-07-01 08:16:41.2950,2020-07-01 08:47:38.7930,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42453,Subscriber,1972,1
114,548,2020-07-01 08:17:11.3910,2020-07-01 08:26:20.3200,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,29855,Subscriber,1985,1
115,544,2020-07-01 08:17:19.5660,2020-07-01 08:26:23.7000,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.73089709786179,-74.06391263008119,42186,Subscriber,1983,1
116,2786,2020-07-01 08:19:52.5330,2020-07-01 09:06:19.2360,3211,Newark Ave,40.72152515,-74.046304543,3798,W 40 St & 5 Ave,40.752269,-73.982079,42224,Customer,1985,1
117,966,2020-07-01 08:20:51.4520,2020-07-01 08:36:57.4900,3267,Morris Canal,40.7124188237569,-74.03852552175522,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,44336,Subscriber,1973,1
118,162,2020-07-01 08:21:19.9810,2020-07-01 08:24:02.5660,3681,Grand St,40.71517767732029,-74.03768330812454,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44370,Subscriber,1982,2
119,1701,2020-07-01 08:23:00.4080,2020-07-01 08:51:21.7590,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42419,Subscriber,1971,1
120,650,2020-07-01 08:25:14.4770,2020-07-01 08:36:04.9250,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42456,Customer,1969,0
121,281,2020-07-01 08:28:04.7320,2020-07-01 08:32:46.6630,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42143,Subscriber,1983,2
122,515,2020-07-01 08:28:19.6010,2020-07-01 08:36:54.7980,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008119,42197,Subscriber,1997,2
123,10136,2020-07-01 08:28:53.5550,2020-07-01 11:17:49.9340,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3694,Jackson Square,40.71113,-74.0789,42202,Customer,1989,2
124,312,2020-07-01 08:30:03.7620,2020-07-01 08:35:16.1540,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.717732500000004,-74.04384499999999,42183,Subscriber,1993,1
125,335,2020-07-01 08:30:53.7460,2020-07-01 08:36:29.3940,3212,Christ Hospital,40.734785818,-74.050443636,3211,Newark Ave,40.72152515,-74.046304543,42205,Customer,1983,1
126,670,2020-07-01 08:32:02.6650,2020-07-01 08:43:13.1130,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,27576,Subscriber,1992,2
127,984,2020-07-01 08:32:08.4070,2020-07-01 08:48:33.1030,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44492,Subscriber,1986,1
128,1107,2020-07-01 08:35:11.3120,2020-07-01 08:53:38.6480,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3267,Morris Canal,40.7124188237569,-74.03852552175522,42427,Customer,1991,2
129,603,2020-07-01 08:35:52.7360,2020-07-01 08:45:55.9520,3195,Sip Ave,40.73089709786179,-74.06391263008119,3203,Hamilton Park,40.727595965999996,-74.044247311,44389,Subscriber,1987,1
130,1013,2020-07-01 08:35:54.9480,2020-07-01 08:52:48.7650,3185,City Hall,40.717732500000004,-74.04384499999999,3198,Heights Elevator,40.748715945380226,-74.04044330120088,42138,Subscriber,1988,2
131,522,2020-07-01 08:36:52.9000,2020-07-01 08:45:35.2780,3639,Harborside,40.71925170000001,-74.034234,3279,Dixon Mills,40.72163014263835,-74.04996782541275,44407,Subscriber,1969,1
132,2304,2020-07-01 08:38:29.4790,2020-07-01 09:16:54.2660,3209,Brunswick St,40.7241765,-74.05065640000001,3209,Brunswick St,40.7241765,-74.05065640000001,42275,Subscriber,1975,1
